doc_id,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1
doc_0,0.875,1.0,0.9333333333333333,0.8260869565217391,0.95,0.8837209302325583,0.875,1.0,0.9333333333333333
doc_1,0.7,0.9333333333333333,0.8,0.5263157894736842,0.7142857142857143,0.6060606060606061,0.7,0.9333333333333333,0.8
doc_2,0.6818181818181818,1.0,0.8108108108108109,0.5238095238095238,0.7857142857142857,0.6285714285714286,0.6818181818181818,1.0,0.8108108108108109
doc_3,0.7222222222222222,0.9285714285714286,0.8125000000000001,0.5294117647058824,0.6923076923076923,0.5999999999999999,0.7222222222222222,0.9285714285714286,0.8125000000000001
doc_4,0.6363636363636364,0.9333333333333333,0.7567567567567568,0.5238095238095238,0.7857142857142857,0.6285714285714286,0.6363636363636364,0.9333333333333333,0.7567567567567568
